"","datno","setno","division","subdivision","calage","calspan","calsigI","calsigD","calsigC","calseqno","c14age","c14sig","c14addsig","c14mulsig","ReservoirAge","ReservoirSig","labid","Date_Modified","F","sdF"
"7791",29879,60,4,0,1506,1,0,0,0,0,1569,19,0,1,0,0,"MAMS-25377"," ",0.822571962428875,0.00194558288138287
"7792",29878,60,4,0,1507,1,0,0,0,0,1574,20,0,1,0,0,"MAMS-25376"," ",0.822060126242029,0.002046707646563
"7793",29877,60,4,0,1508,1,0,0,0,0,1610,19,0,1,0,0,"MAMS-25375"," ",0.818384295273843,0.00193567802940408
"7794",29876,60,4,0,1509,1,0,0,0,0,1619,18,0,1,0,0,"MAMS-25374"," ",0.817467908600444,0.0018317468386416
"7795",29875,60,4,0,1510,1,0,0,0,0,1594,19,0,1,0,0,"MAMS-25373"," ",0.820015964356851,0.00193953732388649
"7796",29874,60,4,0,1511,1,0,0,0,0,1552,20,0,1,0,0,"MAMS-25372"," ",0.824314590397821,0.00205232065329969
"7797",29873,60,4,0,1512,1,0,0,0,0,1565,19,0,1,0,0,"MAMS-25371"," ",0.822981660820322,0.00194655191778739
"7798",29872,60,4,0,1513,1,0,0,0,0,1597,19,0,1,0,0,"MAMS-25370"," ",0.819709778799008,0.00193881312052548
"7799",29871,60,4,0,1514,1,0,0,0,0,1556,18,0,1,0,0,"MAMS-25369"," ",0.823904228444681,0.0018461690666008
"7800",29870,60,4,0,1515,1,0,0,0,0,1610,18,0,1,0,0,"MAMS-25368"," ",0.818384295273843,0.00183380023838282
"7801",29869,60,4,0,1516,1,0,0,0,0,1628,18,0,1,0,0,"MAMS-25367"," ",0.816552548051985,0.0018296957381969
"7802",29868,60,4,0,1517,1,0,0,0,0,1598,18,0,1,0,0,"MAMS-25366"," ",0.819607742354403,0.0018365416858433
"7803",29867,60,4,0,1518,1,0,0,0,0,1620,19,0,1,0,0,"MAMS-25365"," ",0.817366151221027,0.00193326987093234
"7804",29866,60,4,0,1519,1,0,0,0,0,1589,18,0,1,0,0,"MAMS-25364"," ",0.820526527794914,0.00183860046063842
"7805",29865,60,4,0,1520,1,0,0,0,0,1640,18,0,1,0,0,"MAMS-24209"," ",0.815333661529307,0.00182696450983786
"7806",29864,60,4,0,1521,1,0,0,0,0,1621,18,0,1,0,0,"MAMS-24208"," ",0.817264406508242,0.00183129083992884
"7807",29863,60,4,0,1522,1,0,0,0,0,1593,18,0,1,0,0,"MAMS-24207"," ",0.820118051622745,0.00183768516484619
"7808",29862,60,4,0,1523,1,0,0,0,0,1598,18,0,1,0,0,"MAMS-24206"," ",0.819607742354403,0.0018365416858433
"7809",29861,60,4,0,1524,1,0,0,0,0,1628,18,0,1,0,0,"MAMS-24205"," ",0.816552548051985,0.0018296957381969
"7810",29860,60,4,0,1525,1,0,0,0,0,1614,18,0,1,0,0,"MAMS-24204"," ",0.817976885552191,0.00183288733224691
"7811",29859,60,4,0,1526,1,0,0,0,0,1601,18,0,1,0,0,"MAMS-24203"," ",0.819301709222473,0.00183585593999807
"7812",29858,60,4,0,1527,1,0,0,0,0,1615,18,0,1,0,0,"MAMS-24202"," ",0.817875064815962,0.00183265917673189
"7813",29857,60,4,0,1528,1,0,0,0,0,1640,18,0,1,0,0,"MAMS-24201"," ",0.815333661529307,0.00182696450983786
"7814",29856,60,4,0,1529,1,0,0,0,0,1620,18,0,1,0,0,"MAMS-24200"," ",0.817366151221027,0.0018315188250938
"7815",29855,60,4,0,1530,1,0,0,0,0,1612,18,0,1,0,0,"MAMS-24199"," ",0.818180565054513,0.00183334372849262
"7816",29854,60,4,0,1531,1,0,0,0,0,1601,18,0,1,0,0,"MAMS-24198"," ",0.819301709222473,0.00183585593999807
"7817",29853,60,4,0,1532,1,0,0,0,0,1644,18,0,1,0,0,"MAMS-24197"," ",0.814927770480304,0.00182605500667814
"7818",29852,60,4,0,1533,1,0,0,0,0,1626,18,0,1,0,0,"MAMS-24196"," ",0.816755872888597,0.00183015133972299
"7819",29851,60,4,0,1534,1,0,0,0,0,1653,18,0,1,0,0,"MAMS-24195"," ",0.81401525425417,0.00182401027966825
"7820",29850,60,4,0,1535,1,0,0,0,0,1642,17,0,1,0,0,"MAMS-24194"," ",0.815130690740829,0.00172503694044493
"7821",29849,60,4,0,1536,1,0,0,0,0,1657,21,0,1,0,0,"MAMS-15810"," ",0.813610019537336,0.00212695262172091
"7822",29848,60,4,0,1537,1,0,0,0,0,1704,19,0,1,0,0,"MAMS-15809"," ",0.808863595885651,0.00191315925828798
"7823",29847,60,4,0,1538,1,0,0,0,0,1664,21,0,1,0,0,"MAMS-15808"," ",0.81290134414674,0.00212509999092264
"7824",29846,60,4,0,1539,1,0,0,0,0,1648,21,0,1,0,0,"MAMS-15807"," ",0.814522081492801,0.00212933694900396
"7825",29845,60,4,0,1540,1,0,0,0,0,1659,17,0,1,0,0,"MAMS-15806"," ",0.813407477835735,0.00172139015600741
"7826",29844,60,4,0,1541,1,0,0,0,0,1643,17,0,1,0,0,"MAMS-15805"," ",0.815029224295358,0.00172482221001134
"7827",29843,60,4,0,1542,1,0,0,0,0,1689,17,0,1,0,0,"MAMS-15804"," ",0.810375395824541,0.00171497345064325
"7828",29842,60,4,0,1543,1,0,0,0,0,1701,17,0,1,0,0,"MAMS-15803"," ",0.809165730077203,0.00171241347084681
"7829",29841,60,4,0,1544,1,0,0,0,0,1653,18,0,1,0,0,"MAMS-15802"," ",0.81401525425417,0.00182401027966825
"7830",29840,60,4,0,1545,1,0,0,0,0,1693,17,0,1,0,0,"MAMS-15801"," ",0.809971973109378,0.00171411969909865
"7831",29839,60,4,0,1546,1,0,0,0,0,1677,18,0,1,0,0,"MAMS-15800"," ",0.811586869966829,0.00181856886087426
"7832",29838,60,4,0,1547,1,0,0,0,0,1692,18,0,1,0,0,"MAMS-15799"," ",0.810072809956196,0.00181517622049191
"7833",29837,60,4,0,1548,1,0,0,0,0,1721,17,0,1,0,0,"MAMS-15798"," ",0.807153631823785,0.00170815532690207
"7834",29836,60,4,0,1549,1,0,0,0,0,1710,18,0,1,0,0,"MAMS-15797"," ",0.808259665901857,0.00181111340548157
"7835",29835,60,4,0,1550,1,0,0,0,0,1719,17,0,1,0,0,"MAMS-15796"," ",0.807354616292822,0.00170858066438167
"7836",29834,60,4,0,1551,1,0,0,0,0,1686,20,0,1,0,0,"MAMS-15795"," ",0.810678094717551,0.00201836946275999
"7837",29833,60,4,0,1552,1,0,0,0,0,1730,19,0,1,0,0,"MAMS-15794"," ",0.80624982069757,0.00190697704385084
"7838",29832,60,4,0,1553,1,0,0,0,0,1682,20,0,1,0,0,"MAMS-15793"," ",0.811081869130682,0.00201937475197481
"7839",29831,60,4,0,1554,1,0,0,0,0,1697,19,0,1,0,0,"MAMS-15792"," ",0.809568751226925,0.00191482712228452
"7840",29830,60,4,0,1555,1,0,0,0,0,1680,19,0,1,0,0,"MAMS-15791"," ",0.811283831746454,0.00191888370511423
"7841",29829,60,4,0,1556,1,0,0,0,0,1708,20,0,1,0,0,"MAMS-15790"," ",0.808460925777785,0.00201284931103644
"7842",29828,60,4,0,1557,1,0,0,0,0,1730,19,0,1,0,0,"MAMS-15789"," ",0.80624982069757,0.00190697704385084
"7843",29827,60,4,0,1558,1,0,0,0,0,1694,20,0,1,0,0,"MAMS-15788"," ",0.809871148814604,0.00201636038544654
"7844",29826,60,4,0,1559,1,0,0,0,0,1721,19,0,1,0,0,"MAMS-15787"," ",0.807153631823785,0.00190911477712584
"7845",29825,60,4,0,1560,1,0,0,0,0,1704,20,0,1,0,0,"MAMS-15786"," ",0.808863595885651,0.00201385185082946
"7846",29824,60,4,0,1561,1,0,0,0,0,1691,20,0,1,0,0,"MAMS-15785"," ",0.81017365935662,0.00201711355497727
"7847",29823,60,4,0,1562,1,0,0,0,0,1703,19,0,1,0,0,"MAMS-15784"," ",0.808964294745887,0.00191339743559963
"7848",29822,60,4,0,1563,1,0,0,0,0,1708,19,0,1,0,0,"MAMS-15783"," ",0.808460925777785,0.00191220684548462
"7849",29821,60,4,0,1564,1,0,0,0,0,1672,19,0,1,0,0,"MAMS-15782"," ",0.812092185229737,0.00192079565783207
"7850",29820,60,4,0,1565,1,0,0,0,0,1678,19,0,1,0,0,"MAMS-15781"," ",0.811485844651722,0.00191936151479929
"7851",29819,60,4,0,1566,1,0,0,0,0,1702,19,0,1,0,0,"MAMS-15780"," ",0.809065006142551,0.00191363564256299
"7852",29818,60,4,0,1567,1,0,0,0,0,1683,20,0,1,0,0,"MAMS-15779"," ",0.810980906677444,0.00201912338273981
"7853",29817,60,4,0,1568,1,0,0,0,0,1677,19,0,1,0,0,"MAMS-25360"," ",0.811586869966829,0.00191960046425616
"7854",29816,60,4,0,1569,1,0,0,0,0,1702,20,0,1,0,0,"MAMS-25359"," ",0.809065006142551,0.00201435330796104
"7855",29815,60,4,0,1570,1,0,0,0,0,1705,19,0,1,0,0,"MAMS-25358"," ",0.808762909560284,0.00191292111062435
"7856",29814,60,4,0,1571,1,0,0,0,0,1701,19,0,1,0,0,"MAMS-25357"," ",0.809165730077203,0.00191387387918173
"7857",29813,60,4,0,1572,1,0,0,0,0,1716,19,0,1,0,0,"MAMS-25356"," ",0.807656186836397,0.00191030344203804
"7858",29812,60,4,0,1573,1,0,0,0,0,1720,19,0,1,0,0,"MAMS-25355"," ",0.807254117803341,0.00190935245092288
"7859",29811,60,4,0,1574,1,0,0,0,0,1698,19,0,1,0,0,"MAMS-25354"," ",0.809467977124705,0.00191458876700727
"7860",29810,60,4,0,1575,1,0,0,0,0,1694,19,0,1,0,0,"MAMS-25353"," ",0.809871148814604,0.00191554236617422
"7861",29809,60,4,0,1576,1,0,0,0,0,1652,21,0,1,0,0,"MAMS-25352"," ",0.814116594466209,0.00212827691818628
"7862",29808,60,4,0,1577,1,0,0,0,0,1718,19,0,1,0,0,"MAMS-25351"," ",0.807455127293787,0.00190982788728768
"7863",29807,60,4,0,1578,1,0,0,0,0,1700,19,0,1,0,0,"MAMS-25350"," ",0.809266466551406,0.00191411214545957
"7864",29806,60,4,0,1579,1,0,0,0,0,1734,19,0,1,0,0,"MAMS-25349"," ",0.805848451784543,0.00190602770868994
"7865",29805,60,4,0,1580,1,0,0,0,0,1713,19,0,1,0,0,"MAMS-25348"," ",0.807957870025383,0.00191101699620096
"7866",29804,60,4,0,1581,1,0,0,0,0,1701,19,0,1,0,0,"MAMS-25347"," ",0.809165730077203,0.00191387387918173
"7867",29803,60,4,0,1582,1,0,0,0,0,1691,19,0,1,0,0,"MAMS-25346"," ",0.81017365935662,0.00191625787722841
"7868",29802,60,4,0,1583,1,0,0,0,0,1705,20,0,1,0,0,"MAMS-25345"," ",0.808762909560284,0.00201360116907826
"7869",29801,60,4,0,1584,1,0,0,0,0,1684,19,0,1,0,0,"MAMS-25344"," ",0.810879956791886,0.00191792844255519
"7870",29800,60,4,0,1585,1,0,0,0,0,1684,20,0,1,0,0,"MAMS-25343"," ",0.810879956791886,0.00201887204479494
"7871",29799,60,4,0,1586,1,0,0,0,0,1708,19,0,1,0,0,"MAMS-25342"," ",0.808460925777785,0.00191220684548462
"7872",29798,60,4,0,1587,1,0,0,0,0,1704,20,0,1,0,0,"MAMS-25341"," ",0.808863595885651,0.00201385185082946
"7873",29797,60,4,0,1588,1,0,0,0,0,1675,20,0,1,0,0,"MAMS-25340"," ",0.811788958329821,0.00202113521307064
"7874",29796,60,4,0,1589,1,0,0,0,0,1727,19,0,1,0,0,"MAMS-25339"," ",0.806550978567703,0.00190768935550683
"7875",29795,60,4,0,1590,1,0,0,0,0,1734,19,0,1,0,0,"MAMS-25338"," ",0.805848451784543,0.00190602770868994
"7876",29794,60,4,0,1591,1,0,0,0,0,1746,19,0,1,0,0,"MAMS-25337"," ",0.804645543509326,0.00190318253786595
"7877",29793,60,4,0,1592,1,0,0,0,0,1729,18,0,1,0,0,"MAMS-25336"," ",0.806350194157844,0.00180683474353805
"7878",29792,60,4,0,1593,1,0,0,0,0,1690,18,0,1,0,0,"MAMS-25335"," ",0.810274521312214,0.00181562820660026
"7879",29791,60,4,0,1594,1,0,0,0,0,1738,19,0,1,0,0,"MAMS-25334"," ",0.805447282681798,0.00190507884612899
"7880",29790,60,4,0,1595,1,0,0,0,0,1715,18,0,1,0,0,"MAMS-25333"," ",0.807756735381158,0.00180998646045822
"7881",29789,60,4,0,1596,1,0,0,0,0,1694,18,0,1,0,0,"MAMS-25332"," ",0.809871148814604,0.00181472434690189
"7882",29788,60,4,0,1597,1,0,0,0,0,1688,19,0,1,0,0,"MAMS-25331"," ",0.810476282895164,0.00191697365554688
"7883",29787,60,4,0,1598,1,0,0,0,0,1716,19,0,1,0,0,"MAMS-25330"," ",0.807656186836397,0.00191030344203804
"7884",29786,60,4,0,1599,1,0,0,0,0,1697,20,0,1,0,0,"MAMS-25329"," ",0.809568751226925,0.0020156074971416
"7885",29785,60,4,0,1600,1,0,0,0,0,1725,19,0,1,0,0,"MAMS-25328"," ",0.806751812973679,0.00190816437775425
"7886",29784,60,4,0,1603,1,0,0,0,0,1723,18,0,1,0,0,"MAMS-37610"," ",0.806952697388222,0.00180818480679547
"10411",29783,60,4,0,1604,1,0,0,0,0,1762,17,0,1,0,0,"MAMS-37609"," ",0.803044458514409,0.00169945920512199
"10412",29782,60,4,0,1605,1,0,0,0,0,1748,19,0,1,0,0,"MAMS-37608"," ",0.804445233442273,0.00190270875580769
"10413",29781,60,4,0,1606,1,0,0,0,0,1768,18,0,1,0,0,"MAMS-37607"," ",0.802444873331835,0.00179808386903685
"10414",29780,60,4,0,1607,1,0,0,0,0,1738,17,0,1,0,0,"MAMS-37606"," ",0.805447282681798,0.00170454423074699
"10415",29779,60,4,0,1608,1,0,0,0,0,1689,18,0,1,0,0,"MAMS-37605"," ",0.810375395824541,0.00181585424185756
"10416",29778,60,4,0,1609,1,0,0,0,0,1753,18,0,1,0,0,"MAMS-37604"," ",0.803944676409432,0.00180144456309844
"10417",29777,60,4,0,1610,1,0,0,0,0,1704,21,0,1,0,0,"MAMS-37603"," ",0.808863595885651,0.00211454444337093
"10418",29776,60,4,0,1611,1,0,0,0,0,1708,18,0,1,0,0,"MAMS-37602"," ",0.808460925777785,0.00181156437993279
"10419",29775,60,4,0,1612,1,0,0,0,0,1743,17,0,1,0,0,"MAMS-37601"," ",0.804946102135046,0.00170348359719853
"10420",29774,60,4,0,1613,1,0,0,0,0,1768,17,0,1,0,0,"MAMS-37600"," ",0.802444873331835,0.00169819032075703
"10421",29773,60,4,0,1615,1,0,0,0,0,1748,17,0,1,0,0,"MAMS-37598"," ",0.804445233442273,0.00170242362361741
"10422",29772,60,4,0,1616,1,0,0,0,0,1753,17,0,1,0,0,"MAMS-37597"," ",0.803944676409432,0.00170136430959297
"10423",29771,60,4,0,1617,1,0,0,0,0,1766,17,0,1,0,0,"MAMS-37596"," ",0.802644685301254,0.00169861317691041
"10424",29770,60,4,0,1618,1,0,0,0,0,1725,17,0,1,0,0,"MAMS-37595"," ",0.806751812973679,0.00170730496956959
"10425",29769,60,4,0,1620,1,0,0,0,0,1692,20,0,1,0,0,"MAMS-37593"," ",0.810072809956196,0.00201686246721323
"10426",29768,60,4,0,1621,1,0,0,0,0,1744,18,0,1,0,0,"MAMS-37592"," ",0.804845903454384,0.00180346399379795
"10427",29767,60,4,0,1623,1,0,0,0,0,1707,18,0,1,0,0,"MAMS-37590"," ",0.808561574507911,0.00181178990926707
"10428",29766,60,4,0,1624,1,0,0,0,0,1762,17,0,1,0,0,"MAMS-37589"," ",0.803044458514409,0.00169945920512199
"10429",29765,60,4,0,1625,1,0,0,0,0,1772,18,0,1,0,0,"MAMS-37588"," ",0.802045398605385,0.00179718874329602
"10430",29764,60,4,0,1626,1,0,0,0,0,1793,17,0,1,0,0,"MAMS-37587"," ",0.799951416658347,0.00169291349224348
"10431",29763,60,4,0,1627,1,0,0,0,0,1780,17,0,1,0,0,"MAMS-37586"," ",0.80124704565543,0.00169565539351952
"10432",29762,60,4,0,1628,1,0,0,0,0,1782,17,0,1,0,0,"MAMS-37585"," ",0.801047581617213,0.00169523327368264
"10433",29761,60,4,0,1629,1,0,0,0,0,1771,17,0,1,0,0,"MAMS-37584"," ",0.802145248639319,0.00169755623389374
"10434",29760,60,4,0,1630,1,0,0,0,0,1756,17,0,1,0,0,"MAMS-37583"," ",0.803644491705816,0.00170072903759478
"10435",29759,60,4,0,1631,1,0,0,0,0,1742,17,0,1,0,0,"MAMS-37582"," ",0.805046313289866,0.00170369567109769
"10436",29758,60,4,0,1632,1,0,0,0,0,1746,18,0,1,0,0,"MAMS-37581"," ",0.804645543509326,0.00180301503587301
"10437",29757,60,4,0,1633,1,0,0,0,0,1786,18,0,1,0,0,"MAMS-37580"," ",0.800648802493345,0.00179405931095235
"10438",29756,60,4,0,1634,1,0,0,0,0,1783,18,0,1,0,0,"MAMS-37579"," ",0.800947868219493,0.00179472944453515
"10439",29755,60,4,0,1635,1,0,0,0,0,1775,18,0,1,0,0,"MAMS-37578"," ",0.801745923072638,0.00179651769143626
"10440",29754,60,4,0,1636,1,0,0,0,0,1783,19,0,1,0,0,"MAMS-37577"," ",0.800947868219493,0.00189443663589822
"10441",29753,60,4,0,1637,1,0,0,0,0,1786,18,0,1,0,0,"MAMS-37576"," ",0.800648802493345,0.00179405931095235
"10442",29752,60,4,0,1638,1,0,0,0,0,1782,18,0,1,0,0,"MAMS-37575"," ",0.801047581617213,0.00179495287801691
"10443",29751,60,4,0,1639,1,0,0,0,0,1781,18,0,1,0,0,"MAMS-37574"," ",0.801147307428677,0.00179517633931485
"10444",29750,60,4,0,1640,1,0,0,0,0,1753,19,0,1,0,0,"MAMS-37573"," ",0.803944676409432,0.00190152481660391
"10445",29749,60,4,0,1641,1,0,0,0,0,1770,17,0,1,0,0,"MAMS-37572"," ",0.802245111104006,0.0016977675698703
"10446",29748,60,4,0,1644,1,0,0,0,0,1778,18,0,1,0,0,"MAMS-37569"," ",0.801446559360987,0.00179584689014039
"10447",29747,60,4,0,1645,1,0,0,0,0,1786,18,0,1,0,0,"MAMS-37568"," ",0.800648802493345,0.00179405931095235
"10448",29746,60,4,0,1646,1,0,0,0,0,1780,17,0,1,0,0,"MAMS-37567"," ",0.80124704565543,0.00169565539351952
"10449",29745,60,4,0,1647,1,0,0,0,0,1798,18,0,1,0,0,"MAMS-37566"," ",0.799453655852648,0.00179138127789713
"10450",29744,60,4,0,1648,1,0,0,0,0,1798,18,0,1,0,0,"MAMS-37565"," ",0.799453655852648,0.00179138127789713
"10451",29743,60,4,0,1649,1,0,0,0,0,1804,17,0,1,0,0,"MAMS-37564"," ",0.798856751707277,0.00169059688522641
"10452",29742,60,4,0,1650,1,0,0,0,0,1790,17,0,1,0,0,"MAMS-37563"," ",0.800250221890505,0.00169354584490708
"10453",29741,60,4,0,1651,1,0,0,0,0,1758,21,0,1,0,0,"MAMS-37562"," ",0.803444430842596,0.00210037757347125
"10454",29740,60,4,0,1652,1,0,0,0,0,1786,24,0,1,0,0,"MAMS-37561"," ",0.800648802493345,0.0023920790812698
"10455",29739,60,4,0,1653,1,0,0,0,0,1776,21,0,1,0,0,"MAMS-37560"," ",0.801646122746251,0.00209567640702991
"10456",29738,60,4,0,1654,1,0,0,0,0,1786,21,0,1,0,0,"MAMS-37559"," ",0.800648802493345,0.00209306919611107
"10457",29737,60,4,0,1655,1,0,0,0,0,1788,21,0,1,0,0,"MAMS-37558"," ",0.800449487382975,0.00209254814328924
"10458",29736,60,4,0,1656,1,0,0,0,0,1765,21,0,1,0,0,"MAMS-37557"," ",0.80274460994293,0.002098548090228
"10459",29735,60,4,0,1657,1,0,0,0,0,1764,21,0,1,0,0,"MAMS-37556"," ",0.802844547024649,0.00209880934738175
"10460",29734,60,4,0,1658,1,0,0,0,0,1767,22,0,1,0,0,"MAMS-37555"," ",0.802544773098072,0.00219793165793073
"10461",29733,60,4,0,1659,1,0,0,0,0,1790,21,0,1,0,0,"MAMS-37554"," ",0.800250221890505,0.00209202722017934
"10462",29732,60,4,0,1660,1,0,0,0,0,1801,20,0,1,0,0,"MAMS-37553"," ",0.799155148050085,0.00198968043831716
"7887",24610,62,2,0,518,1,0,0,0,0,481,19,0,1,0,0,"AAR-22727","2018-09-04",0.94187943281771,0.00222777408484209
"7888",24611,62,2,0,517,1,0,0,0,0,491,20,0,1,0,0,"AAR-22726","2018-09-04",0.94070764964869,0.00234210792891495
"7889",24612,62,2,0,516,1,0,0,0,0,447,28,0,1,0,0,"AAR-22725","2018-09-04",0.94587442443536,0.00329696052336488
"7890",24613,62,2,0,515,1,0,0,0,0,421,23,0,1,0,0,"AAR-22724","2018-09-04",0.948940847568938,0.00271699732280413
"7891",24614,62,2,0,514,1,0,0,0,0,464,19,0,1,0,0,"AAR-22723","2018-09-04",0.943874815006712,0.00223249364933742
"7892",24615,62,2,0,513,1,0,0,0,0,464,15,0,1,0,0,"AAR-22722","2018-09-04",0.943874815006712,0.00176249498631902
"7893",24616,62,2,0,512,1,0,0,0,0,448,20,0,1,0,0,"AAR-22721","2018-09-04",0.94575668317399,0.00235467865846879
"7894",24617,62,2,0,510,1,0,0,0,0,441,21,0,1,0,0,"AAR-22719","2018-09-04",0.946581179887747,0.00247456800418806
"7895",24618,62,2,0,509,1,0,0,0,0,452,20,0,1,0,0,"AAR-22718","2018-09-04",0.945285864673113,0.00235350644758649
"7896",24619,62,2,0,508,1,0,0,0,0,476,20,0,1,0,0,"AAR-22717","2018-09-04",0.942465871646176,0.00234648542673018
"7897",24620,62,2,0,507,1,0,0,0,0,458,16,0,1,0,0,"AAR-22716","2018-09-04",0.944580076354987,0.00188139938026638
"7898",24621,62,2,0,506,1,0,0,0,0,435,18,0,1,0,0,"AAR-22715","2018-09-04",0.947288463426375,0.00212264313975784
"7899",24622,62,2,0,505,1,0,0,0,0,454,30,0,1,0,0,"AAR-22714","2018-09-04",0.945050543323899,0.00352938084149346
"7900",24623,62,2,0,504,1,0,0,0,0,519,22,0,1,0,0,"AAR-22713","2018-09-04",0.93743440650609,0.00256735428148064
"7901",24624,62,2,0,503,1,0,0,0,0,473,27,0,1,0,0,"AAR-22712","2018-09-04",0.94281791019216,0.00316893857527553
"7902",24625,62,2,0,502,1,0,0,0,0,434,27,0,1,0,0,"AAR-22711","2018-09-04",0.947406395385566,0.00318436109490978
"7903",24626,62,2,0,501,1,0,0,0,0,421,16,0,1,0,0,"AAR-22710","2018-09-04",0.948940847568938,0.00189008509412461
"7904",24627,62,2,0,500,1,0,0,0,0,431,19,0,1,0,0,"AAR-22709","2018-09-04",0.94776027936155,0.00224168371814633
"7905",24628,62,2,0,499,1,0,0,0,0,415,31,0,1,0,0,"AAR-22708","2018-09-04",0.949649894246474,0.00366477613863322
"7906",24629,62,2,0,498,1,0,0,0,0,473,28,0,1,0,0,"AAR-22707","2018-09-04",0.94281791019216,0.0032863066706561
"7907",24630,62,2,0,497,1,0,0,0,0,441,20,0,1,0,0,"AAR-22706","2018-09-04",0.946581179887747,0.00235673143256006
"7908",24631,62,2,0,496,1,0,0,0,0,420,18,0,1,0,0,"AAR-22705","2018-09-04",0.94905898524044,0.00212661044869014
"7909",24632,62,2,0,495,1,0,0,0,0,417,19,0,1,0,0,"AAR-22704","2018-09-04",0.949413486507031,0.00224559395538822
"7910",24633,62,2,0,494,1,0,0,0,0,397,24,0,1,0,0,"AAR-22703","2018-09-04",0.951780214652274,0.00284361074961466
"7911",24634,62,2,0,493,1,0,0,0,0,415,19,0,1,0,0,"AAR-22702","2018-09-04",0.949649894246474,0.00224615311722682
"7912",24635,62,2,0,491,1,0,0,0,0,398,26,0,1,0,0,"AAR-22700","2018-09-04",0.95166173824555,0.0030801948455601
"7913",24636,62,2,0,490,1,0,0,0,0,372,20,0,1,0,0,"AAR-22699","2018-09-04",0.954746923227942,0.00237706192761843
"7914",24637,62,2,0,489,1,0,0,0,0,385,16,0,1,0,0,"AAR-22698","2018-09-04",0.953203082529475,0.00189857454506058
"7915",24638,62,2,0,488,1,0,0,0,0,377,19,0,1,0,0,"AAR-22697","2018-09-04",0.954152842652736,0.00225680368609511
"7916",24639,62,2,0,487,1,0,0,0,0,378,19,0,1,0,0,"AAR-22696","2018-09-04",0.954034070904256,0.00225652276200434
"7917",24640,62,2,0,485,1,0,0,0,0,413,19,0,1,0,0,"AAR-22694","2018-09-04",0.949886360852385,0.00224671241829893
"7918",24641,62,2,0,484,1,0,0,0,0,401,25,0,1,0,0,"AAR-22693","2018-09-04",0.951306397504799,0.00296061993497074
"7919",24642,62,2,0,483,1,0,0,0,0,409,15,0,1,0,0,"AAR-22692","2018-09-04",0.95035947072225,0.00177460376706507
"7920",24643,62,2,0,482,1,0,0,0,0,373,20,0,1,0,0,"AAR-22691","2018-09-04",0.954628077529057,0.00237676603393267
"7921",24644,62,2,0,481,1,0,0,0,0,399,26,0,1,0,0,"AAR-22690","2018-09-04",0.951543276586619,0.00307981142677108
"7922",24645,62,2,0,480,1,0,0,0,0,356,30,0,1,0,0,"AAR-22689","2018-09-04",0.956650467865498,0.0035727018593259
"7923",24646,62,2,0,479,1,0,0,0,0,349,22,0,1,0,0,"AAR-22688","2018-09-04",0.957484461619919,0.00262226542457839
"7924",24647,62,2,0,475,1,0,0,0,0,374,20,0,1,0,0,"AAR-22682","2018-09-04",0.954509246623935,0.00237647017707939
"7925",24648,62,2,0,474,1,0,0,0,0,351,23,0,1,0,0,"AAR-22681","2018-09-04",0.957246103527642,0.00274077684316392
"7926",24649,62,2,0,473,1,0,0,0,0,348,26,0,1,0,0,"AAR-22680","2018-09-04",0.957603662922176,0.00309942676907464
"7927",24650,62,2,0,472,1,0,0,0,0,389,24,0,1,0,0,"AAR-22679","2018-09-04",0.952728557047042,0.00284644408927287
"7928",24651,62,2,0,471,1,0,0,0,0,363,16,0,1,0,0,"AAR-22678","2018-09-04",0.955817200541228,0.00190378130320673
"7929",24652,62,2,0,470,1,0,0,0,0,352,22,0,1,0,0,"AAR-22677","2018-09-04",0.957126946733929,0.00262128629754095
"7930",24653,62,2,0,469,1,0,0,0,0,394,22,0,1,0,0,"AAR-22676","2018-09-04",0.952135732377576,0.00260761684455455
"7931",24654,62,2,0,468,1,0,0,0,0,312,28,0,1,0,0,"AAR-22675","2018-09-04",0.961904807530823,0.00335283637630562
"7932",24655,62,2,0,467,1,0,0,0,0,347,20,0,1,0,0,"AAR-22674","2018-09-04",0.957722879064309,0.0023844712537391
"7933",24656,62,2,0,466,1,0,0,0,0,375,19,0,1,0,0,"AAR-22673","2018-09-04",0.954390430510735,0.00225736563920129
"7934",24657,62,2,0,465,1,0,0,0,0,351,18,0,1,0,0,"AAR-22672","2018-09-04",0.957246103527642,0.0021449557903022
"7935",24658,62,2,0,464,1,0,0,0,0,371,19,0,1,0,0,"AAR-22671","2018-09-04",0.954865783722433,0.00225848996523419
"7936",24659,62,2,0,461,1,0,0,0,0,412,33,0,1,0,0,"AAR-22668","2018-09-04",0.950004616234847,0.00390267052604879
"7937",24660,62,2,0,460,1,0,0,0,0,374,20,0,1,0,0,"AAR-22667","2018-09-04",0.954509246623935,0.00237647017707939
"7938",24661,62,2,0,458,1,0,0,0,0,387,19,0,1,0,0,"AAR-22665","2018-09-04",0.952965790252252,0.00225399601827372
"7939",24662,62,2,0,457,1,0,0,0,0,360,26,0,1,0,0,"AAR-22664","2018-09-04",0.956174226198738,0.00309480018438531
"7940",24663,62,2,0,455,1,0,0,0,0,316,23,0,1,0,0,"AAR-22662","2018-09-04",0.961425950138086,0.00275274453543831
"7941",24664,62,2,0,453,1,0,0,0,0,336,15,0,1,0,0,"AAR-22660","2018-09-04",0.959035236588119,0.00179080400209409
