"","datno","setno","division","subdivision","calage","calspan","calsigI","calsigD","calsigC","calseqno","c14age","c14sig","c14addsig","c14mulsig","ReservoirAge","ReservoirSig","labid","Date_Modified","F","sdF"
"2151",2151,1,15,0,11070.5,10,0,0,0,96,9600,32.5,0,1,0,0,"QL-12085","2004-01-17",0.302682664288,0.00122459686161584
"2152",2152,1,15,0,11060.5,10,0,0,0,97,9522,29.9,0,1,0,0,"QL-12084","2004-01-17",0.305636011975672,0.00113762190440341
"2153",2153,1,15,0,11191.5,10,0,0,0,98,9735,29.9,0,1,0,0,"QL-12123","2004-01-17",0.297638382331091,0.00110785355803556
"2154",2154,1,15,0,11181.5,10,0,0,0,99,9753,31.2,0,1,0,0,"QL-12122","2004-01-17",0.296972193740839,0.00115343364181678
"2155",2155,1,15,0,11171.5,10,0,0,0,100,9690,31.2,0,1,0,0,"QL-12121","2004-01-17",0.299310399318882,0.00116251518221699
"2156",2156,1,15,0,11161.5,10,0,0,0,101,9655,32.5,0,1,0,0,"QL-12120","2004-01-17",0.300617348026694,0.00121624098230643
"2157",2157,1,15,0,11151.5,10,0,0,0,102,9649,31.2,0,1,0,0,"QL-12119","2004-01-17",0.300841968699704,0.00116846376489864
"2158",2158,1,15,0,11141.5,10,0,0,0,103,9637,32.5,0,1,0,0,"QL-12118","2004-01-17",0.301291713679466,0.00121896933830233
"2159",2159,1,15,0,11131.5,10,0,0,0,104,9660,29.9,0,1,0,0,"QL-12117","2004-01-17",0.300430292250249,0.00111824545478432
"2160",2160,1,15,0,11437.5,10,0,0,0,105,10013,24.7,0,1,0,0,"QL-12141","2004-01-17",0.287514134473633,0.000884053170857554
"2161",2161,1,15,0,11427.5,10,0,0,0,106,10065,31.2,0,1,0,0,"QL-12140","2004-01-17",0.285658980862288,0.00110949336523134
"2162",2162,1,15,0,11417.5,10,0,0,0,107,10049,32.5,0,1,0,0,"QL-12139","2004-01-17",0.286228518828801,0.00115802649843595
"2163",2163,1,15,0,11407.5,10,0,0,0,108,10042,32.5,0,1,0,0,"QL-12138","2004-01-17",0.286478048625794,0.00115903604884082
"2164",2164,1,15,0,11397.5,10,0,0,0,109,10027,29.9,0,1,0,0,"QL-12137","2004-01-17",0.287013488097429,0.00106830614889993
"2165",2165,1,15,0,10566.5,10,0,0,0,110,9304,36.4,0,1,0,0,"QL-12061","2004-01-17",0.314043950577452,0.00142302997647445
"2166",2166,1,15,0,10556.5,10,0,0,0,111,9314,23.4,0,1,0,0,"QL-12060","2004-01-17",0.313653251510462,0.000913666884768432
"2167",2167,1,15,0,10546.5,10,0,0,0,112,9327,29.9,0,1,0,0,"QL-12059","2004-01-17",0.313146069300069,0.00116557543533824
"2168",2168,1,15,0,10536.5,10,0,0,0,113,9306,23.4,0,1,0,0,"QL-12058","2004-01-17",0.313965771849806,0.000914577251498252
"2169",2169,1,15,0,10526.5,10,0,0,0,114,9336,29.9,0,1,0,0,"QL-12057","2004-01-17",0.312795423660373,0.00116427028102143
"2170",2170,1,15,0,10516.5,10,0,0,0,115,9300,28.6,0,1,0,0,"QL-12056","2004-01-17",0.314200366438036,0.00111865187104791
"2171",2171,1,15,0,10506.5,10,0,0,0,116,9277,31.2,0,1,0,0,"QL-12055","2004-01-17",0.315101270693364,0.00122384658852645
"2172",2172,1,15,0,10236.5,10,0,0,0,117,9094.26537942708,19.4858692151688,0,1,0,0,"QL-12028","2004-01-17",0.322351341549231,0.000781936522191276
"2174",2174,1,15,0,10226.5,10,0,0,0,119,9040.76258392802,22.7756428963141,0,1,0,0,"QL-12027","2004-01-17",0.324505488240605,0.000920057402970505
"2176",2176,1,15,0,10216.5,10,0,0,0,121,8978.78201126158,24.338750479776,0,1,0,0,"QL-12026","2004-01-17",0.327018973795666,0.000990817030420158
"2178",2178,1,15,0,10206.5,10,0,0,0,123,9015,26,0,1,0,0,"QL-12025","2004-01-17",0.325547878385081,0.00105368415760141
"2179",2179,1,15,0,10196.5,10,0,0,0,124,8974,26,0,1,0,0,"QL-12024","2004-01-17",0.327213704776884,0.00105907585263276
"2180",2180,1,15,0,10186.5,10,0,0,0,125,8977,31.2,0,1,0,0,"QL-12023","2004-01-17",0.327091526532696,0.00127041648547493
"2181",2181,1,15,0,10176.5,10,0,0,0,126,8952,31.2,0,1,0,0,"QL-12022","2004-01-17",0.328111074136076,0.00127437638653623
"2182",2182,1,15,0,10166.5,10,0,0,0,127,8905,32.5,0,1,0,0,"QL-12021","2004-01-17",0.330036434815653,0.00133526504811511
"2183",2183,1,15,0,10976.5,10,0,0,0,128,9540.80260408555,24.6690388271855,0,1,0,0,"QL-12102","2004-01-17",0.30492145545319,0.000936402243721729
"2185",2185,1,15,0,10966.5,10,0,0,0,130,9563.59758517923,23.2060819607048,0,1,0,0,"QL-12101","2004-01-17",0.304057416329964,0.000878374371232826
"2187",2187,1,15,0,10956.5,10,0,0,0,132,9560,28.6,0,1,0,0,"QL-12100","2004-01-17",0.304193619172862,0.0010830247116076
"2188",2188,1,15,0,10946.5,10,0,0,0,133,9625,32.5,0,1,0,0,"QL-12099","2004-01-17",0.301742131007397,0.00122079164169556
"2189",2189,1,15,0,10936.5,10,0,0,0,134,9617,32.5,0,1,0,0,"QL-12098","2004-01-17",0.302042783249077,0.00122200802385099
"2190",2190,1,15,0,10926.5,10,0,0,0,135,9599,29.9,0,1,0,0,"QL-12097","2004-01-17",0.302720346536851,0.00112676937152395
"2191",2191,1,15,0,10916.5,10,0,0,0,136,9655,31.2,0,1,0,0,"QL-12096","2004-01-17",0.300617348026694,0.00116759134301417
"2192",2192,1,15,0,10906.5,10,0,0,0,137,9623,32.5,0,1,0,0,"QL-12095","2004-01-17",0.30181726599979,0.00122109562367648
"2193",2193,1,15,0,10896.5,10,0,0,0,138,9638,32.5,0,1,0,0,"QL-12094","2004-01-17",0.30125420926504,0.00121881760252879
"2194",2194,1,15,0,10886.5,10,0,0,0,139,9613,32.5,0,1,0,0,"QL-12093","2004-01-17",0.302193221688627,0.00122261666934898
"2195",2195,1,15,0,11056.5,10,0,0,0,140,9552,31.2,0,1,0,0,"QL-12110","2004-01-17",0.304496714047959,0.00118265871757703
"2196",2196,1,15,0,11046.5,10,0,0,0,141,9511,29.9,0,1,0,0,"QL-12109","2004-01-17",0.306054821767765,0.00113918077565743
"2197",2197,1,15,0,11036.5,10,0,0,0,142,9525.6947879756,22.7760009643516,0,1,0,0,"QL-12108","2004-01-17",0.305495466650206,0.000866172668122759
"2199",2199,1,15,0,11026.5,10,0,0,0,144,9567,29.9,0,1,0,0,"QL-12107","2004-01-17",0.303928658655283,0.00113126688582011
"2200",2200,1,15,0,11401.5,10,0,0,0,145,9994,31.2,0,1,0,0,"QL-12136","2004-01-17",0.288194980239851,0.0011193431325138
"2201",2201,1,15,0,11391.5,10,0,0,0,146,9959,31.2,0,1,0,0,"QL-12135","2004-01-17",0.289453393104488,0.00112423078113532
"2202",2202,1,15,0,11381.5,10,0,0,0,147,9942,32.5,0,1,0,0,"QL-12134","2004-01-17",0.290066603378566,0.00117355466323956
"2203",2203,1,15,0,11371.5,10,0,0,0,148,10007.0437318521,23.2060553968551,0,1,0,0,"QL-12133","2004-01-17",0.287727398052656,0.000831198548288674
"2205",2205,1,15,0,11267.5,10,0,0,0,150,9905.83491290383,19.9464476861209,0,1,0,0,"QL-12128","2004-01-17",0.291375446080107,0.000723503683836302
"2207",2207,1,15,0,11257.5,10,0,0,0,152,9909,31.2,0,1,0,0,"QL-12127","2004-01-17",0.291260663681943,0.00113125018136146
"2208",2208,1,15,0,11247.5,10,0,0,0,153,9857,32.5,0,1,0,0,"QL-12126","2004-01-17",0.293152196272451,0.0011860383890022
"2209",2209,1,15,0,11237.5,10,0,0,0,154,9836,31.2,0,1,0,0,"QL-12125","2004-01-17",0.29391956213236,0.00114157728601141
"2210",2210,1,15,0,11227.5,10,0,0,0,155,9800,32.5,0,1,0,0,"QL-12124","2004-01-17",0.295239722642381,0.00119448412621404
"2211",2211,1,15,0,11281.5,10,0,0,0,156,9919,33.8,0,1,0,0,"QL-12132","2004-01-17",0.29089830908367,0.00122399637084875
"2212",2212,1,15,0,11271.5,10,0,0,0,157,9977,32.5,0,1,0,0,"QL-12131","2004-01-17",0.288805524552099,0.00116845257661437
"2213",2213,1,15,0,11261.5,10,0,0,0,158,9862.83841318579,23.2061747959045,0,1,0,0,"QL-12130","2004-01-17",0.292939209614815,0.000846258994509585
"2215",2215,1,15,0,11251.5,10,0,0,0,160,9904,32.5,0,1,0,0,"QL-12129","2004-01-17",0.291442010207237,0.00117911929935705
"2216",2216,1,15,0,10496.5,10,0,0,0,161,9279.52469496591,23.6669815732508,0,1,0,0,"QL-12054","2004-01-17",0.31500225294277,0.000928065793094613
"2218",2218,1,15,0,10486.5,10,0,0,0,163,9254,22.1,0,1,0,0,"QL-12053","2004-01-17",0.316004758104423,0.000869376964285788
"2219",2219,1,15,0,10476.5,10,0,0,0,164,9235,29.9,0,1,0,0,"QL-12052","2004-01-17",0.316753070885824,0.0011790012223934
"2220",2220,1,15,0,10466.5,10,0,0,0,165,9230,31.2,0,1,0,0,"QL-12051","2004-01-17",0.316950289652188,0.00123102813857192
"2221",2221,1,15,0,10456.5,10,0,0,0,166,9229,28.6,0,1,0,0,"QL-12050","2004-01-17",0.316989748138243,0.00112858294494632
"2222",2222,1,15,0,10446.5,10,0,0,0,167,9311.26923392316,23.2060982847226,0,1,0,0,"QL-12049","2004-01-17",0.313759894017463,0.000906403950998803
"2224",2224,1,15,0,10436.5,10,0,0,0,169,9245,29.9,0,1,0,0,"QL-12048","2004-01-17",0.316359001428241,0.00117753443828014
"2225",2225,1,15,0,10426.5,10,0,0,0,170,9241,31.2,0,1,0,0,"QL-12047","2004-01-17",0.316516570346129,0.00122934358207385
"2226",2226,1,15,0,10416.5,10,0,0,0,171,9234,29.9,0,1,0,0,"QL-12046","2004-01-17",0.316792504819279,0.00117914800125687
"2227",2227,1,15,0,10406.5,10,0,0,0,172,9204,29.9,0,1,0,0,"QL-12045","2004-01-17",0.317977808395983,0.00118355987439809
"2228",2228,1,15,0,10396.5,10,0,0,0,173,9209,31.2,0,1,0,0,"QL-12044","2004-01-17",0.317779950267594,0.00123425052263774
"2229",2229,1,15,0,10386.5,10,0,0,0,174,9194,29.9,0,1,0,0,"QL-12043","2004-01-17",0.318373894304436,0.00118503416403618
"2230",2230,1,15,0,10376.5,10,0,0,0,175,9194,29.9,0,1,0,0,"QL-12042","2004-01-17",0.318373894304436,0.00118503416403618
"2231",2231,1,15,0,10703.5,10,0,0,0,176,9458,31.2,0,1,0,0,"QL-12083","2004-01-17",0.308080781490095,0.0011965791587814
"2232",2232,1,15,0,10693.5,10,0,0,0,177,9449,31.2,0,1,0,0,"QL-12082","2004-01-17",0.308426141986229,0.00119792053155363
"2233",2233,1,15,0,10683.5,10,0,0,0,178,9443,33.8,0,1,0,0,"QL-12081","2004-01-17",0.308656597374255,0.00129871691662515
"2234",2234,1,15,0,10673.5,10,0,0,0,179,9448,29.9,0,1,0,0,"QL-12080","2004-01-17",0.308464539264982,0.0011481500963554
"2235",2235,1,15,0,10663.5,10,0,0,0,180,9417,31.2,0,1,0,0,"QL-12079","2004-01-17",0.309657228859861,0.00120270204661119
"2236",2236,1,15,0,10653.5,10,0,0,0,181,9360,29.9,0,1,0,0,"QL-12078","2004-01-17",0.311862286980195,0.00116079700992255
"2237",2237,1,15,0,10643.5,10,0,0,0,182,9411,31.2,0,1,0,0,"QL-12077","2004-01-17",0.309888604113504,0.0012036007031422
"2238",2238,1,15,0,10633.5,10,0,0,0,183,9385,29.9,0,1,0,0,"QL-12076","2004-01-17",0.310893229632429,0.0011571900368492
"2239",2239,2,1,0,1455.5,10,0,0,0,1,1650,21,0,1,0,0,"UB-4630","2005-02-22",0.814319312740676,0.00212880686761536
"2240",2240,2,1,0,1455.5,10,0,0,0,2,1595,20,0,1,0,0,"UB-4631","2005-02-22",0.819913889798651,0.00204136409759405
"2241",2241,2,1,0,1445.5,10,0,0,0,3,1611,21,0,1,0,0,"UB-4628","2005-02-22",0.818282423823763,0.00213916729743546
"2242",2242,2,1,0,1445.5,10,0,0,0,4,1606,20,0,1,0,0,"UB-4629","2005-02-22",0.818791907914042,0.00203857066578873
"2243",2243,2,1,0,1435.5,10,0,0,0,5,1556,21,0,1,0,0,"UB-4626","2005-02-22",0.823904228444681,0.00215386391103427
"2244",2244,2,1,0,1435.5,10,0,0,0,6,1595,20,0,1,0,0,"UB-4627","2005-02-22",0.819913889798651,0.00204136409759405
"2245",2245,2,1,0,1425.5,10,0,0,0,7,1607,21,0,1,0,0,"UB-4624","2005-02-22",0.818689985724852,0.00214023275242399
"2246",2246,2,1,0,1425.5,10,0,0,0,8,1613,20,0,1,0,0,"UB-4625","2005-02-22",0.818078718964515,0.00203679501796219
"2247",2247,2,1,0,1415.5,10,0,0,0,9,1571,20,0,1,0,0,"UB-4622","2005-02-22",0.822367189723329,0.00204747215168263
"2248",2248,2,1,0,1415.5,10,0,0,0,10,1598,20,0,1,0,0,"UB-4623","2005-02-22",0.819607742354403,0.00204060187315922
"2249",2249,2,1,0,1405.5,10,0,0,0,11,1538,20,0,1,0,0,"UB-4620","2005-02-22",0.825752467465098,0.0020559005787753
"2250",2250,2,1,0,1405.5,10,0,0,0,12,1572,20,0,1,0,0,"UB-4621","2005-02-22",0.822264822487546,0.00204721728491857
"2251",2251,2,1,0,1395.5,10,0,0,0,13,1511,17,0,1,0,0,"UB-4618","2005-02-22",0.828532602834714,0.00175339901010708
"2252",2252,2,1,0,1395.5,10,0,0,0,14,1534,19,0,1,0,0,"UB-4619","2005-02-22",0.826163749970588,0.00195407833305629
"2253",2253,2,1,0,1385.5,10,0,0,0,15,1524,20,0,1,0,0,"UB-4616","2005-02-22",0.827192852665173,0.00205948674882403
"2254",2254,2,1,0,1385.5,10,0,0,0,16,1510,20,0,1,0,0,"UB-4617","2005-02-22",0.82863575037306,0.0020630791743385
"2255",2255,2,1,0,1375.5,10,0,0,0,17,1475,24,0,1,0,0,"UB-4379","2005-02-22",0.832254015644368,0.00248650521292977
"2256",2256,2,1,0,1375.5,10,0,0,0,18,1499,24,0,1,0,0,"UB-4380","2005-02-22",0.829771221170795,0.00247908742787241
"2257",2257,2,1,0,1365.5,10,0,0,0,19,1486,24,0,1,0,0,"UB-4381","2005-02-22",0.831115147355193,0.00248310264366048
"2258",2258,2,1,0,1365.5,10,0,0,0,20,1464,24,0,1,0,0,"UB-4382","2005-02-22",0.833394444512705,0.00248991244470371
"2259",2259,2,1,0,1355.5,10,0,0,0,21,1504,24,0,1,0,0,"UB-4383","2005-02-22",0.829254905325863,0.00247754484349816
"2260",2260,2,1,0,1355.5,10,0,0,0,22,1442,24,0,1,0,0,"UB-4384","2005-02-22",0.835679992543576,0.00249674092133024
"2261",2261,2,1,0,1345.5,10,0,0,0,23,1439,24,0,1,0,0,"UB-4385","2005-02-22",0.835992143442971,0.00249767352702991
"2262",2262,2,1,0,1345.5,10,0,0,0,24,1478,24,0,1,0,0,"UB-4386","2005-02-22",0.831943260523586,0.00248557677736413
"2263",2263,2,1,0,1335.5,10,0,0,0,25,1423,24,0,1,0,0,"UB-4387","2005-02-22",0.83765891850448,0.00250265331060719
"2264",2264,2,1,0,1335.5,10,0,0,0,26,1452,24,0,1,0,0,"UB-4388","2005-02-22",0.834640331079667,0.00249363474989568
"2265",2265,2,1,0,1325.5,10,0,0,0,27,1425,24,0,1,0,0,"UB-4389","2005-02-22",0.837450390021986,0.00250203029509868
"2266",2266,2,1,0,1325.5,10,0,0,0,28,1451,24,0,1,0,0,"UB-4390","2005-02-22",0.834744238995011,0.00249394519306364
"2267",2267,2,1,0,1315.5,10,0,0,0,29,1415,22,0,1,0,0,"UB-4391","2005-02-22",0.838493551807992,0.00229638468066424
"2268",2268,2,1,0,1315.5,10,0,0,0,30,1432,22,0,1,0,0,"UB-4392","2005-02-22",0.836720949051494,0.00229153004844178
"2269",2269,2,1,0,1305.5,10,0,0,0,31,1424,22,0,1,0,0,"UB-4393","2005-02-22",0.837554647773488,0.00229381330150837
"2270",2270,2,1,0,1305.5,10,0,0,0,32,1425,22,0,1,0,0,"UB-4394","2005-02-22",0.837450390021986,0.00229352777050712
"2271",2271,2,1,0,1295.5,10,0,0,0,33,1373,22,0,1,0,0,"UB-4395","2005-02-22",0.842889039668786,0.00230842261579899
"2272",2272,2,1,0,1295.5,10,0,0,0,34,1371,22,0,1,0,0,"UB-4396","2005-02-22",0.843098922396703,0.00230899742222426
"2273",2273,2,1,0,1285.5,10,0,0,0,35,1343,22,0,1,0,0,"UB-4397","2005-02-22",0.846042773984734,0.00231705975696056
"2274",2274,2,1,0,1285.5,10,0,0,0,36,1321,22,0,1,0,0,"UB-4398","2005-02-22",0.848363009509275,0.00232341419260601
"2275",2275,2,1,0,1275.5,10,0,0,0,37,1305,22,0,1,0,0,"UB-4399","2005-02-22",0.850054449217708,0.00232804654335735
"2276",2276,2,1,0,1275.5,10,0,0,0,38,1285,22,0,1,0,0,"UB-4400","2005-02-22",0.852173491993637,0.00233384997184863
"2277",2277,2,1,0,1265.5,10,0,0,0,39,1281,24,0,1,0,0,"UB-4401","2005-02-22",0.852597934017983,0.00254728624628801
"2278",2278,2,1,0,1265.5,10,0,0,0,40,1281,24,0,1,0,0,"UB-4402","2005-02-22",0.852597934017983,0.00254728624628801
"2279",2279,2,1,0,1255.5,10,0,0,0,41,1249,24,0,1,0,0,"UB-4403","2005-02-22",0.856001089529694,0.00255745377178049
"2280",2280,2,1,0,1255.5,10,0,0,0,42,1271,24,0,1,0,0,"UB-4404","2005-02-22",0.853659964192179,0.0025504592481778
"2281",2281,2,1,0,1245.5,10,0,0,0,43,1264,24,0,1,0,0,"UB-4405","2005-02-22",0.854404172345993,0.00255268270089678
"2282",2282,2,1,0,1245.5,10,0,0,0,44,1263,24,0,1,0,0,"UB-4406","2005-02-22",0.854510540745774,0.00255300049519464
"2283",2283,2,1,0,1235.5,10,0,0,0,45,1238,22,0,1,0,0,"UB-4407","2005-02-22",0.857174058762016,0.00234754503831251
"2284",2284,2,1,0,1235.5,10,0,0,0,46,1266,22,0,1,0,0,"UB-4408","2005-02-22",0.854191475266597,0.00233937662839103
"2285",2285,2,1,0,1225.5,10,0,0,0,47,1279,22,0,1,0,0,"UB-4409","2005-02-22",0.852810234299261,0.00233559381981623
"2286",2286,2,1,0,1225.5,10,0,0,0,48,1249,22,0,1,0,0,"UB-4410","2005-02-22",0.856001089529694,0.00234433262413211
"2287",2287,2,1,0,3449.5,10,0,0,0,49,3267,18,0,1,0,0,"UB-4846","2005-02-22",0.6658456624668,0.00149199824777822
"2288",2288,2,1,0,3459.5,10,0,0,0,50,3247,18,0,1,0,0,"UB-4847","2005-02-22",0.66750550371842,0.00149571754847897
"2289",2289,2,1,0,3469.5,10,0,0,0,51,3290,18,0,1,0,0,"UB-4848","2005-02-22",0.663941946910884,0.00148773248405277
"2290",2290,2,2,0,5.5,10,0,0,0,1,158,18,0,1,0,0,"UB-5000","2005-02-22",0.980523304229984,0.00219711433787373
"2291",2291,2,2,0,15.5,10,0,0,0,2,186,20,0,1,0,0,"UB-5001","2005-02-22",0.977111520363946,0.00243274373301119
"2292",2292,2,2,0,25.5,10,0,0,0,3,128,19,0,1,0,0,"UB-5002","2005-02-22",0.984192007756313,0.00232785362222955
"2293",2293,2,2,0,35.5,10,0,0,0,4,139,20,0,1,0,0,"UB-5003","2005-02-22",0.982845225347308,0.00244701910954141
"2294",2294,2,2,0,45.5,10,0,0,0,5,96,17,0,1,0,0,"UB-5005","2005-02-22",0.988120422689238,0.00209112998701818
"2295",2295,2,2,0,55.5,10,0,0,0,6,164,17,0,1,0,0,"UB-5007","2005-02-22",0.979791206227001,0.0020735031128917
"2296",2296,2,2,0,65.5,10,0,0,0,7,135,20,0,1,0,0,"UB-5009","2005-02-22",0.983334751037774,0.00244823789627231
"2297",2297,2,2,0,75.5,10,0,0,0,8,143,14,0,1,0,0,"UB-5011","2005-02-22",0.982355943353509,0.00171206065068457
"2298",2298,2,2,0,85.5,10,0,0,0,9,127,14,0,1,0,0,"UB-5013","2005-02-22",0.984314533994282,0.00171547410381177
"2299",2299,2,2,0,95.5,10,0,0,0,10,104,20,0,1,0,0,"UB-5015","2005-02-22",0.987136851365548,0.00245770409900547
"2300",2300,2,2,0,105.5,10,0,0,0,11,130,21,0,1,0,0,"UB-5020","2005-02-22",0.983947001034213,0.00257225034504151
"2301",2301,2,2,0,115.5,10,0,0,0,12,91,20,0,1,0,0,"UB-5022","2005-02-22",0.988735652370315,0.00246168468161413
"2302",2302,2,2,0,125.5,10,0,0,0,13,110,20,0,1,0,0,"UB-5024","2005-02-22",0.986399815423171,0.00245586907860867
"2303",2303,2,2,0,135.5,10,0,0,0,14,134,19,0,1,0,0,"UB-5026","2005-02-22",0.983457170552218,0.00232611555340373
"2304",2304,2,2,0,145.5,10,0,0,0,15,121,19,0,1,0,0,"UB-5028","2005-02-22",0.985050011818602,0.00232988301065025
"2305",2305,2,2,0,155.5,10,0,0,0,16,208,20,0,1,0,0,"UB-5030","2005-02-22",0.974439163323889,0.00242609028588046
"2306",2306,2,2,0,165.5,10,0,0,0,17,209,18,0,1,0,0,"UB-5032","2005-02-22",0.974317866359668,0.00218320946028558
"2307",2307,2,2,0,175.5,10,0,0,0,18,170,18,0,1,0,0,"UB-5034","2005-02-22",0.979059654837733,0.00219383465543125
"2308",2308,2,2,0,185.5,10,0,0,0,19,184,18,0,1,0,0,"UB-5036","2005-02-22",0.977354825024134,0.00219001454630081
"2309",2309,2,2,0,195.5,10,0,0,0,20,161,18,0,1,0,0,"UB-5038","2005-02-22",0.980157186876258,0.00219629395789526
"2310",2310,2,2,0,205.5,10,0,0,0,21,201,20,0,1,0,0,"UB-5040","2005-02-22",0.975288665000388,0.00242820531557423
"2311",2311,2,2,0,215.5,10,0,0,0,22,167,21,0,1,0,0,"UB-5042","2005-02-22",0.979425362231167,0.00256042980291977
"2312",2312,2,2,0,225.5,10,0,0,0,23,135,20,0,1,0,0,"UB-5044","2005-02-22",0.983334751037774,0.00244823789627231
"2313",2313,2,2,0,235.5,10,0,0,0,24,58,16,0,1,0,0,"UB-5046","2005-02-22",0.992805786537011,0.00197745457296056
"2314",2314,2,2,0,245.5,10,0,0,0,25,126,19,0,1,0,0,"UB-5048","2005-02-22",0.984437075486062,0.0023284332670528
"2315",2315,2,2,0,255.5,10,0,0,0,26,117,19,0,1,0,0,"UB-5050","2005-02-22",0.985540635646997,0.00233104345540806
"2316",2316,2,2,0,265.5,10,0,0,0,27,120,20,0,1,0,0,"UB-5052","2005-02-22",0.985172644873137,0.00245281375544164
"2317",2317,2,2,0,275.5,10,0,0,0,28,184,20,0,1,0,0,"UB-5054","2005-02-22",0.977354825024134,0.00243334949588979
"2318",2318,2,2,0,285.5,10,0,0,0,29,224,19,0,1,0,0,"UB-5056","2005-02-22",0.972500222711537,0.00230019970515613
"2319",2319,2,2,0,295.5,10,0,0,0,30,232,17,0,1,0,0,"UB-5058","2005-02-22",0.971532199675704,0.00205602482192045
"2320",2320,2,2,0,305.5,10,0,0,0,31,250,17,0,1,0,0,"UB-5060","2005-02-22",0.969357669423867,0.00205142292794793
"2321",2321,2,2,0,315.5,10,0,0,0,32,299,17,0,1,0,0,"UB-5062","2005-02-22",0.963462741844229,0.00203894766729141
"2322",2322,2,2,0,325.5,10,0,0,0,33,286,17,0,1,0,0,"UB-5064","2005-02-22",0.965023199441962,0.00204225001749201
"2323",2323,2,2,0,335.5,10,0,0,0,34,323,17,0,1,0,0,"UB-5066","2005-02-22",0.960588523245124,0.00203286504359108
"2324",2324,2,2,0,345.5,10,0,0,0,35,328,18,0,1,0,0,"UB-5068","2005-02-22",0.959990807799762,0.00215110600527769
"2325",2325,2,2,0,355.5,10,0,0,0,36,372,18,0,1,0,0,"UB-5070","2005-02-22",0.954746923227942,0.00213935573485659
"2326",2326,2,2,0,365.5,10,0,0,0,37,314,18,0,1,0,0,"UB-5072","2005-02-22",0.961665349028816,0.00215485824505399
"2327",2327,2,2,0,375.5,10,0,0,0,38,329,18,0,1,0,0,"UB-5074","2005-02-22",0.959871309348705,0.00215083823830159
"2328",2328,2,2,0,385.5,10,0,0,0,39,299,16,0,1,0,0,"UB-5076","2005-02-22",0.963462741844229,0.00191900956921544
"2329",2329,2,2,0,395.5,10,0,0,0,40,308,18,0,1,0,0,"UB-5078","2005-02-22",0.962383903428046,0.00215646835076619
"2330",2330,2,2,0,405.5,10,0,0,0,41,335,19,0,1,0,0,"UB-5080","2005-02-22",0.959154630952931,0.00226863413271576
"2331",2331,2,2,0,415.5,10,0,0,0,42,298,19,0,1,0,0,"UB-5082","2005-02-22",0.963582687407951,0.00227910756389283
"2332",2332,2,2,0,425.5,10,0,0,0,43,328,18,0,1,0,0,"UB-5084","2005-02-22",0.959990807799762,0.00215110600527769
"2333",2333,2,2,0,435.5,10,0,0,0,44,325,18,0,1,0,0,"UB-5086","2005-02-22",0.960349392421553,0.00215190950623527
"2334",2334,2,2,0,445.5,10,0,0,0,45,327,18,0,1,0,0,"UB-5088","2005-02-22",0.960110321127687,0.00215137380558924
"2335",2335,2,2,0,455.5,10,0,0,0,46,339,21,0,1,0,0,"UB-5090","2005-02-22",0.958677142658649,0.00250618946792377
"2336",2336,2,2,0,465.5,10,0,0,0,47,384,20,0,1,0,0,"UB-5092","2005-02-22",0.953321750824688,0.00237351363332426
"2337",2337,2,2,0,475.5,10,0,0,0,48,350,19,0,1,0,0,"UB-5094","2005-02-22",0.95736527515569,0.0022644018707778
"2338",2338,2,2,0,485.5,10,0,0,0,49,397,18,0,1,0,0,"UB-5096","2005-02-22",0.951780214652274,0.002132708062211
"2339",2339,2,2,0,495.5,10,0,0,0,50,415,21,0,1,0,0,"UB-5098","2005-02-22",0.949649894246474,0.00248259028746122
"2340",2340,2,2,0,505.5,10,0,0,0,51,463,23,0,1,0,0,"UB-5100","2005-02-22",0.94399232198633,0.00270282875708771
"2341",2341,2,2,0,515.5,10,0,0,0,52,484,17,0,1,0,0,"UB-5102","2005-02-22",0.94152774468956,0.00199252728242531
"2342",2342,2,2,0,525.5,10,0,0,0,53,511,19,0,1,0,0,"UB-5104","2005-02-22",0.938368454909616,0.00221946976761891
"2343",2343,2,2,0,535.5,10,0,0,0,54,539,18,0,1,0,0,"UB-5106","2005-02-22",0.93510335112162,0.00209533926555324
"2344",2344,2,2,0,545.5,10,0,0,0,55,577,12,0,1,0,0,"UB-5108","2005-02-22",0.930690303278135,0.00139030046549703
"2345",2345,2,2,0,555.5,10,0,0,0,56,574,19,0,1,0,0,"UB-5110","2005-02-22",0.931037943305201,0.00220213132363984
"2346",2346,2,2,0,565.5,10,0,0,0,57,651,19,0,1,0,0,"UB-5112","2005-02-22",0.922156152393267,0.00218112372656194
"2347",2347,2,2,0,575.5,10,0,0,0,58,660,19,0,1,0,0,"UB-5114","2005-02-22",0.921123567073966,0.00217868141098038
"2348",2348,2,2,0,585.5,10,0,0,0,59,652,19,0,1,0,0,"UB-5116","2005-02-22",0.922041363552636,0.00218085222301756
"2349",2349,2,2,0,595.5,10,0,0,0,60,599,18,0,1,0,0,"UB-5118","2005-02-22",0.92814490622545,0.00207974708229281
"2350",2350,2,2,0,605.5,10,0,0,0,61,598,17,0,1,0,0,"UB-5120","2005-02-22",0.928260454921999,0.00196445011000547
"2351",2351,2,2,0,615.5,10,0,0,0,62,577,14,0,1,0,0,"UB-5122","2005-02-22",0.930690303278135,0.00162201720974653
"2352",2352,2,2,0,625.5,10,0,0,0,63,582,20,0,1,0,0,"UB-5124","2005-02-22",0.930111191665143,0.00231572561101741
